fips,county,state,nearest_prog_id,nearest_drive_min,nearest_gc_miles
02290,Yukon-Koyukuk,Alaska,96,3139.74,1642.2042916185935
04001,Apache,Arizona,3,424.93333333333334,244.3912326707509
04003,Cochise,Arizona,3,130.17166666666668,67.44490781703324
04005,Coconino,Arizona,3,326.49,226.70903874283093
04007,Gila,Arizona,3,281.9116666666667,110.88463481688426
04009,Graham,Arizona,3,164.24333333333334,79.05590507875284
04011,Greenlee,Arizona,3,191.04833333333332,110.71019358846668
04012,La Paz,Arizona,6,234.28,176.648999466288
04013,Maricopa,Arizona,3,125.95,107.3660308043039
04015,Mohave,Arizona,6,303.4816666666667,183.92071853615408
04017,Navajo,Arizona,3,327.1933333333333,186.05448015231144
04019,Pima,Arizona,3,6.496666666666667,1.8660158692198636
04021,Pinal,Arizona,3,116.75666666666666,68.87201514794081
04023,Santa Cruz,Arizona,3,75.51333333333334,55.37711015126083
04025,Yavapai,Arizona,3,222.435,181.93868310913717
04027,Yuma,Arizona,127,202.11333333333332,147.77371657342732
05001,Arkansas,Arkansas,2,94.39333333333335,54.50004509947588
05003,Ashley,Arkansas,2,152.485,111.53238345360006
05005,Baxter,Arkansas,2,210.675,109.24653443238846
05007,Benton,Arkansas,2,222.44833333333332,153.2881114094574
05009,Boone,Arkansas,2,193.79500000000002,113.46542258753294
05011,Bradley,Arkansas,2,110.33666666666666,82.28995423916864
05013,Calhoun,Arkansas,2,117.05833333333334,81.18593739625561
05015,Carroll,Arkansas,2,229.78166666666667,132.52399377614904
05017,Chicot,Arkansas,2,154.95499999999998,113.99087830456496
05019,Clark,Arkansas,2,76.84333333333333,64.24254790270689
05021,Clay,Arkansas,85,152.54,87.04349562892753
05023,Cleburne,Arkansas,2,103.93333333333334,54.60599406673113
05025,Cleveland,Arkansas,2,83.63000000000001,58.88330785556695
05027,Columbia,Arkansas,34,106.175,61.41093680481593
05029,Conway,Arkansas,2,60.86,38.634702287018975
05031,Craighead,Arkansas,85,81.315,59.99878662650619
05033,Crawford,Arkansas,2,165.20166666666668,122.34475851681286
05035,Crittenden,Arkansas,85,20.10666666666667,10.637783983220595
05037,Cross,Arkansas,85,58.416666666666664,42.8671841593618
05039,Dallas,Arkansas,2,95.65166666666667,62.36401192166202
05041,Desha,Arkansas,2,128.92,85.38477531935771
05043,Drew,Arkansas,2,105.03333333333333,83.50612932714277
05045,Faulkner,Arkansas,2,41.13166666666667,24.947411326827126
05047,Franklin,Arkansas,2,143.15,100.79184300222252
05049,Fulton,Arkansas,2,187.93833333333333,116.45453494425513
05051,Garland,Arkansas,2,73.91000000000001,46.43452289675064
05053,Grant,Arkansas,2,45.480000000000004,30.83802922306517
05055,Greene,Arkansas,85,104.51666666666667,70.02548450636476
05057,Hempstead,Arkansas,2,119.30833333333334,103.99049793448198
05059,Hot Spring,Arkansas,2,55.306666666666665,42.73726330598368
05061,Howard,Arkansas,2,144.75666666666666,105.05713885992873
05063,Independence,Arkansas,2,122.13333333333334,79.91219138989017
05065,Izard,Arkansas,2,170.21666666666667,97.41608809770987
05067,Jackson,Arkansas,2,102.21666666666667,85.46709691456287
05069,Jefferson,Arkansas,2,50.67666666666666,38.9940553726045
05071,Johnson,Arkansas,2,108.92666666666668,82.17676359855646
05073,Lafayette,Arkansas,34,102.42166666666667,56.32792280956724
05075,Lawrence,Arkansas,85,118.51166666666667,86.6412514110758
05077,Lee,Arkansas,85,82.03500000000001,48.435909680814014
05079,Lincoln,Arkansas,2,100.05166666666668,62.963389550276126
05081,Little River,Arkansas,34,123.17,87.93395937105508
05083,Logan,Arkansas,2,157.50166666666667,88.30744249148792
05085,Lonoke,Arkansas,2,42.6,22.741946112545126
05087,Madison,Arkansas,2,207.6,121.48793818969502
05089,Marion,Arkansas,2,203.67833333333334,107.62216037944793
05091,Miller,Arkansas,34,88.145,64.9555899732529
05093,Mississippi,Arkansas,85,73.49833333333332,48.60203276534391
05095,Monroe,Arkansas,2,101.86833333333334,62.40737325274549
05097,Montgomery,Arkansas,2,128.55166666666668,75.80243655178784
05099,Nevada,Arkansas,2,109.91499999999999,92.44563267499409
05101,Newton,Arkansas,2,184.80166666666668,97.48020879492432
05103,Ouachita,Arkansas,2,124.50166666666668,86.59308960858824
05105,Perry,Arkansas,2,63.94833333333334,31.034407892377185
05107,Phillips,Arkansas,85,114.29666666666667,56.84124793369275
05109,Pike,Arkansas,2,122.74333333333334,84.00032386334948
05111,Poinsett,Arkansas,85,66.11166666666666,43.750205041048126
05113,Polk,Arkansas,2,193.05,111.26219704584986
05115,Pope,Arkansas,2,82.17166666666667,58.42056409194065
05117,Prairie,Arkansas,2,61.85166666666667,44.92773732139001
05119,Pulaski,Arkansas,2,7.78,1.669516789638198
05121,Randolph,Arkansas,85,135.30833333333334,96.63244473590605
05123,St. Francis,Arkansas,85,56.266666666666666,42.95540337115684
05125,Saline,Arkansas,2,27.96833333333333,16.681070753291095
05127,Scott,Arkansas,2,166.095,101.30535334412822
05129,Searcy,Arkansas,2,135.09833333333333,83.18707339906895
05131,Sebastian,Arkansas,2,174.70333333333335,121.57231362259614
05133,Sevier,Arkansas,34,169.405,110.51118428590925
05135,Sharp,Arkansas,2,167.21,108.3860858703799
05137,Stone,Arkansas,2,140.44166666666666,77.0175595605245
05139,Union,Arkansas,34,129.32166666666666,81.59322622290111
05141,Van Buren,Arkansas,2,94.32833333333333,56.701199704268156
05143,Washington,Arkansas,2,200.36666666666667,139.63478236400758
05145,White,Arkansas,2,65.97,45.76986076867752
05147,Woodruff,Arkansas,85,98.515,69.21725877676818
05149,Yell,Arkansas,2,116.80333333333333,60.39055041200107
06001,Alameda,California,113,37.07333333333334,18.353295334993685
06003,Alpine,California,4,204.59833333333333,87.42446442824891
06005,Amador,California,4,67.465,38.0566174044583
06007,Butte,California,4,103.225,77.7871741258646
06009,Calaveras,California,4,97.55833333333334,51.581615295232915
06011,Colusa,California,4,80.75500000000001,53.607147844810626
06013,Contra Costa,California,113,45.37,24.040342800624167
06015,Del Norte,California,75,409.74,266.7253159422508
06017,El Dorado,California,4,57.095,39.464820423565115
06019,Fresno,California,4,201.075,155.39307810753547
06021,Glenn,California,4,116.66333333333334,86.17699076322266
06023,Humboldt,California,11,364.34666666666664,224.53500380125504
06025,Imperial,California,127,136.55,93.55810284195192
06027,Inyo,California,6,292.10999999999996,222.82561461438138
06029,Kern,California,7,132.8,94.48461329201379
06031,Kings,California,7,232.285,167.64428400973253
06033,Lake,California,4,152.16666666666666,74.92665299199112
06035,Lassen,California,4,254.015,135.31466013010098
06037,Los Angeles,California,8,7.658333333333333,2.2924193428106454
06039,Madera,California,4,187.15666666666667,131.06393241780586
06041,Marin,California,11,34.711666666666666,16.185325819805186
06043,Mariposa,California,4,195.42333333333332,107.10798677416193
06045,Mendocino,California,11,253.225,116.75123380708753
06047,Merced,California,4,138.52166666666665,99.08725521792164
06049,Modoc,California,4,369.43333333333334,209.63367696258686
06051,Mono,California,4,329.055,145.189923126327
06053,Monterey,California,9,110.30833333333334,63.604263725478624
06055,Napa,California,113,68.16166666666666,37.91645945996928
06057,Nevada,California,4,96.42666666666668,54.364272599259294
06059,Orange,California,5,15.215,6.392797296111383
06061,Placer,California,4,40.72833333333333,24.055165506138454
06063,Plumas,California,4,249.38666666666668,104.24929422332264
06065,Riverside,California,6,48.31666666666667,20.49208620869117
06067,Sacramento,California,4,11.94,3.9706009245177962
06069,San Benito,California,9,87.66166666666666,58.92454697590068
06071,San Bernardino,California,6,17.663333333333334,11.058347815045812
06073,San Diego,California,10,19.89333333333333,7.335061360872339
06075,San Francisco,California,11,3.6983333333333333,1.1546843448122184
06077,San Joaquin,California,4,62.315000000000005,44.2064982194395
06079,San Luis Obispo,California,7,296.48499999999996,154.05658582587546
06081,San Mateo,California,9,28.421666666666667,12.764336135229692
06083,Santa Barbara,California,7,153.15666666666667,102.86470972221812
06085,Santa Clara,California,9,29.834999999999997,16.624927789321756
06087,Santa Cruz,California,9,65.585,33.48019118231539
06089,Shasta,California,4,183.78,147.01797887583015
06091,Sierra,California,4,158.535,91.40515837569941
06093,Siskiyou,California,4,287.85833333333335,215.76029251065137
06095,Solano,California,4,57.71,39.86805095155584
06097,Sonoma,California,11,71.58999999999999,47.08100560067218
06099,Stanislaus,California,4,95.20166666666667,70.01248062413393
06101,Sutter,California,4,56.781666666666666,41.63510905685793
06103,Tehama,California,4,151.28,115.40260456064881
06105,Trinity,California,4,375.52833333333336,168.07503499062037
06107,Tulare,California,7,202.90666666666667,157.70786176252744
06109,Tuolumne,California,4,144.59666666666666,73.15573566475202
06111,Ventura,California,7,60.08833333333334,35.55102123893305
06113,Yolo,California,4,33.495,14.732631040870695
06115,Yuba,California,4,60.51833333333333,40.09368505536679
08001,Adams,Colorado,12,24.701666666666664,10.225848756526567
08003,Alamosa,Colorado,12,265.71833333333336,166.04702369598212
08005,Arapahoe,Colorado,12,20.676666666666666,6.699968692790236
08007,Archuleta,Colorado,12,385.905,211.5281969626453
08009,Baca,Colorado,12,316.9916666666667,206.02995820322172
08011,Bent,Colorado,12,243.37666666666667,146.28346846454124
08013,Boulder,Colorado,12,50.556666666666665,28.585276385083507
08014,Broomfield,Colorado,12,35.63333333333333,17.916332737650574
08015,Chaffee,Colorado,12,186.26000000000002,99.4651276824686
08017,Cheyenne,Colorado,12,204.5,141.8546211839714
08019,Clear Creek,Colorado,12,70.36,36.99091319407729
08021,Conejos,Colorado,12,295.51,186.44630031580968
08023,Costilla,Colorado,12,247.835,172.5174694075306
08025,Crowley,Colorado,12,176.19,119.34576796778049
08027,Custer,Colorado,12,178.27,115.05574034290083
08029,Delta,Colorado,12,341.87166666666667,177.0266602601696
08031,Denver,Colorado,12,18.563333333333333,6.116723692822535
08033,Dolores,Colorado,92,421.315,265.86468452995786
08035,Douglas,Colorado,12,26.1,18.171442476810498
08037,Eagle,Colorado,12,189.29666666666665,101.31053136378299
08039,Elbert,Colorado,12,67.825,29.699461287308203
08041,El Paso,Colorado,12,79.66166666666666,60.02542672372336
08043,Fremont,Colorado,12,142.0883333333333,93.18689999814994
08045,Garfield,Colorado,12,253.70666666666665,145.2183904193318
08047,Gilpin,Colorado,12,70.455,35.14719588958393
08049,Grand,Colorado,12,172.215,64.10722341686588
08051,Gunnison,Colorado,12,293.75333333333333,135.38427190073745
08053,Hinsdale,Colorado,12,366.22166666666664,178.86855347810206
08055,Huerfano,Colorado,12,199.17000000000002,147.26492131906375
08057,Jackson,Colorado,12,238.375,100.96957969075784
08059,Jefferson,Colorado,12,34.72,15.618293586971728
08061,Kiowa,Colorado,12,198.11166666666668,144.4357980662214
08063,Kit Carson,Colorado,12,161.13,130.08338282200472
08065,Lake,Colorado,12,146.72333333333333,85.61640945320885
08067,La Plata,Colorado,12,449.26500000000004,234.55539119407572
08069,Larimer,Colorado,12,80.775,54.22561859298728
08071,Las Animas,Colorado,12,207.82999999999998,177.2283621742628
08073,Lincoln,Colorado,12,110.98,75.98657395994425
08075,Logan,Colorado,12,143.41333333333333,106.9437968005282
08077,Mesa,Colorado,12,293.305,203.00781936539758
08079,Mineral,Colorado,12,347.39166666666665,176.84624009497205
08081,Moffat,Colorado,12,278.57666666666665,156.0774726863596
08083,Montezuma,Colorado,92,426.12,293.3418780433625
08085,Montrose,Colorado,12,377.28333333333336,186.9520382579541
08087,Morgan,Colorado,12,91.96666666666667,65.76098303600743
08089,Otero,Colorado,12,191.56166666666667,134.78611114937672
08091,Ouray,Colorado,12,402.15333333333336,191.58359474840464
08093,Park,Colorado,12,161.775,51.750620283984595
08095,Phillips,Colorado,12,195.395,142.2963713360594
08097,Pitkin,Colorado,12,251.87166666666664,115.96484734563869
08099,Prowers,Colorado,12,250.7,168.2320478309251
08101,Pueblo,Colorado,12,126.975,102.61661267368828
08103,Rio Blanco,Colorado,12,348.32666666666665,183.11034236990096
08105,Rio Grande,Colorado,12,300.78,165.6244570417643
08107,Routt,Colorado,12,241.86166666666668,119.46320585076316
08109,Saguache,Colorado,12,302.995,140.48815257530057
08111,San Juan,Colorado,12,466.27000000000004,203.29825472855654
08113,San Miguel,Colorado,12,442.2083333333333,207.76669102644422
08115,Sedgwick,Colorado,12,194.82333333333332,156.7765010193918
08117,Summit,Colorado,12,113.05833333333334,65.86800612836362
08119,Teller,Colorado,12,111.91499999999999,57.50649331995948
08121,Washington,Colorado,12,147.6,92.35509431005937
08123,Weld,Colorado,12,72.09166666666667,40.02963344025469
08125,Yuma,Colorado,12,186.665,126.87668301561345
09001,Fairfield,Connecticut,13,49.3,23.483739005642697
09003,Hartford,Connecticut,13,52.736666666666665,33.623105099091426
09005,Litchfield,Connecticut,13,60.04,32.22291844256806
09007,Middlesex,Connecticut,13,55.54666666666667,22.39171993685437
09009,New Haven,Connecticut,13,16.966666666666665,6.5443479865260255
09011,New London,Connecticut,13,68.21,44.43119312073452
09013,Tolland,Connecticut,38,67.34833333333333,43.66159392407638
09015,Windham,Connecticut,82,50.711666666666666,30.117642982638298
10001,Kent,Delaware,78,105.58500000000001,60.023585179216255
10003,New Castle,Delaware,78,52.255,29.99717145159891
10005,Sussex,Delaware,40,152.81333333333333,80.82194355743613
11001,District of Columbia,District of Columbia,16,4.126666666666667,0.6867338347078522
12001,Alachua,Florida,17,14.129999999999999,3.4150561402490047
12003,Baker,Florida,119,45.625,31.363568545998966
12005,Bay,Florida,17,300.03499999999997,203.1737091857898
12007,Bradford,Florida,17,45.31166666666666,25.001447994865686
12009,Brevard,Florida,19,151.7866666666667,109.02655399154986
12011,Broward,Florida,18,37.44666666666667,23.85845221354528
12013,Calhoun,Florida,17,249.1,175.9303898047471
12015,Charlotte,Florida,19,117.98666666666666,71.37644680853717
12017,Citrus,Florida,116,87.00500000000001,62.36213417025028
12019,Clay,Florida,119,43.54833333333333,19.661270132262853
12021,Collier,Florida,111,135.34833333333333,93.48506558221689
12023,Columbia,Florida,17,55.72,38.511381182961635
12027,DeSoto,Florida,19,112.51833333333335,63.223969064959206
12029,Dixie,Florida,17,86.43,43.00179957034209
12031,Duval,Florida,119,11.104999999999999,4.178317180570537
12033,Escambia,Florida,33,217.015,171.1050820302377
12035,Flagler,Florida,119,80.50166666666668,62.82645031571676
12037,Franklin,Florida,17,260.49833333333333,148.60204820490173
12039,Gadsden,Florida,17,195.11833333333334,148.63874067320808
12041,Gilchrist,Florida,17,84.76833333333335,28.309927440455716
12043,Glades,Florida,111,188.88833333333332,99.28370900821464
12045,Gulf,Florida,17,309.14833333333337,176.2578466872443
12047,Hamilton,Florida,17,99.19166666666666,71.32180326311217
12049,Hardee,Florida,19,91.8,47.418559394611705
12051,Hendry,Florida,111,151.76166666666668,90.8145099432379
12053,Hernando,Florida,116,55.375,37.28322429470967
12055,Highlands,Florida,19,123.62833333333333,69.93579138096185
12057,Hillsborough,Florida,19,8.586666666666668,3.580121114828199
12059,Holmes,Florida,1,281.34833333333336,193.58671243743487
12061,Indian River,Florida,18,174.5,130.72756536919675
12063,Jackson,Florida,17,242.57166666666666,189.43865205217799
12065,Jefferson,Florida,17,148.07000000000002,110.1508694800509
12067,Lafayette,Florida,17,91.825,57.91941783071847
12069,Lake,Florida,17,114.66000000000001,73.07264159828078
12071,Lee,Florida,19,148.49833333333333,101.39802623708803
12073,Leon,Florida,17,170.8383333333333,128.61873707854525
12075,Levy,Florida,17,72.96833333333333,26.309099164407726
12077,Liberty,Florida,17,240.56166666666667,162.14510704569517
12079,Madison,Florida,17,117.70166666666667,86.64942489474868
12081,Manatee,Florida,19,60.33833333333334,32.42952451992048
12083,Marion,Florida,17,57.47666666666667,37.16504081634705
12085,Martin,Florida,18,122.43833333333333,93.68121203074713
12086,Miami-Dade,Florida,111,12.6,4.427951829359418
12087,Monroe,Florida,111,167.28833333333333,88.98946654863309
12089,Nassau,Florida,119,29.498333333333335,18.175097178419986
12091,Okaloosa,Florida,33,304.315,213.55409154892763
12093,Okeechobee,Florida,18,168.60833333333332,109.1378906911401
12095,Orange,Florida,19,96.625,76.17027431719869
12097,Osceola,Florida,19,100.41499999999999,68.42644394953246
12099,Palm Beach,Florida,18,80.68666666666667,57.241274222978724
12101,Pasco,Florida,19,51.919999999999995,22.039273852404225
12103,Pinellas,Florida,116,21.3,10.75820728798097
12105,Polk,Florida,19,58.74333333333333,41.07608972384367
12107,Putnam,Florida,17,64.39833333333334,37.384372449604705
12109,St. Johns,Florida,119,40.42333333333333,28.047507203964344
12111,St. Lucie,Florida,18,139.76166666666668,107.00443762173364
12113,Santa Rosa,Florida,33,234.665,186.03661295400255
12115,Sarasota,Florida,19,101.29333333333334,51.34293683617293
12117,Seminole,Florida,19,119.425,86.82687406092305
12119,Sumter,Florida,17,78.75166666666668,58.899407884496405
12121,Suwannee,Florida,17,92.59333333333333,55.2600411903545
12123,Taylor,Florida,17,131.02666666666667,80.13955596358227
12125,Union,Florida,17,48.809999999999995,25.712184877775307
12127,Volusia,Florida,119,136.72833333333335,93.74706363484482
12129,Wakulla,Florida,17,196.85,125.05956732441781
12131,Walton,Florida,1,311.06333333333333,207.7191043239255
12133,Washington,Florida,17,276.52166666666665,208.08845841100597
13001,Appling,Georgia,119,160.07999999999998,106.21681229653916
13003,Atkinson,Georgia,119,150.965,98.4659106922288
13005,Bacon,Georgia,119,140.24166666666667,95.62161743142792
13007,Baker,Georgia,17,243.54666666666665,169.81737305597505
13009,Baldwin,Georgia,21,124.42833333333333,77.24745173236909
13011,Banks,Georgia,20,87.96000000000001,60.39412664894539
13013,Barrow,Georgia,20,60.269999999999996,36.71206986044968
13015,Bartow,Georgia,20,68.355,40.805527598287355
13017,Ben Hill,Georgia,119,203.12833333333336,133.80041234705809
13019,Berrien,Georgia,17,170.66,122.72593126024869
13021,Bibb,Georgia,20,108.43333333333334,75.64824596687971
13023,Bleckley,Georgia,20,154.31166666666667,111.96191306073283
13025,Brantley,Georgia,119,100.515,62.85927801848903
13027,Brooks,Georgia,17,153.48333333333332,109.63541285424333
13029,Bryan,Georgia,119,147.685,112.89558471860971
13031,Bulloch,Georgia,21,104.36333333333333,73.92906830167561
13033,Burke,Georgia,21,38.151666666666664,25.255106826226225
13035,Butts,Georgia,20,71.115,39.90251141650549
13037,Calhoun,Georgia,20,240.64833333333334,157.9189941304122
13039,Camden,Georgia,119,43.525,32.25972175295073
13043,Candler,Georgia,21,113.05,74.00826603994076
13045,Carroll,Georgia,20,71.73833333333333,43.10221084200272
13047,Catoosa,Georgia,20,125.18333333333334,92.19042578542783
13049,Charlton,Georgia,119,70.01166666666667,37.224690928882865
13051,Chatham,Georgia,83,147.46833333333333,86.3051960401042
13053,Chattahoochee,Georgia,20,160.64333333333335,105.61330732505968
13055,Chattooga,Georgia,20,122.44666666666667,75.95728767167452
13057,Cherokee,Georgia,20,54.151666666666664,27.85319609658723
13059,Clarke,Georgia,20,87.405,55.045072387764776
13061,Clay,Georgia,20,230.425,154.48707758824568
13063,Clayton,Georgia,20,35.876666666666665,16.874395679249
13065,Clinch,Georgia,119,139.82833333333335,79.3742249259854
13067,Cobb,Georgia,20,37.556666666666665,16.964807842148947
13069,Coffee,Georgia,119,157.84666666666666,106.66289229327815
13071,Colquitt,Georgia,17,170.69500000000002,136.14519180690016
13073,Columbia,Georgia,21,24.446666666666665,11.296883184307323
13075,Cook,Georgia,17,149.61666666666667,122.55404568168244
13077,Coweta,Georgia,20,59.56666666666667,37.21740618764433
13079,Crawford,Georgia,20,122.46833333333333,78.44074248378432
13081,Crisp,Georgia,20,172.31166666666667,131.28494005822745
13083,Dade,Georgia,1,144.44166666666666,120.77329675499107
13085,Dawson,Georgia,20,71.96499999999999,43.76201540352232
13087,Decatur,Georgia,17,221.24333333333334,158.519455407347
13089,DeKalb,Georgia,20,11.261666666666667,4.288214716729588
13091,Dodge,Georgia,20,180.51166666666668,127.92391704417756
13093,Dooly,Georgia,20,153.97166666666666,116.4777703011521
13095,Dougherty,Georgia,20,221.85166666666666,153.6045969863038
13097,Douglas,Georgia,20,42.461666666666666,24.218065081983482
13099,Early,Georgia,20,240.75166666666667,173.3629243348574
13101,Echols,Georgia,17,113.68666666666667,85.32445650843106
13103,Effingham,Georgia,21,146.765,90.83958200770509
13105,Elbert,Georgia,21,110.86999999999999,68.62307149247903
13107,Emanuel,Georgia,21,101.41000000000001,63.676326810780296
13109,Evans,Georgia,21,129.465,89.93095031374082
13111,Fannin,Georgia,20,133.22833333333332,76.64801837595688
13113,Fayette,Georgia,20,61.90833333333333,27.542930152427033
13115,Floyd,Georgia,20,100.25666666666666,58.766020340491465
13117,Forsyth,Georgia,20,51.18,29.13676595569522
13119,Franklin,Georgia,20,100.13666666666667,76.51946551414379
13121,Fulton,Georgia,20,15.823333333333332,5.027509440922695
13123,Gilmer,Georgia,20,99.75666666666666,61.62023321634969
13125,Glascock,Georgia,21,71.48666666666666,39.332567574362535
13127,Glynn,Georgia,119,79.37833333333333,60.08121549166608
13129,Gordon,Georgia,20,90.815,59.08834057624569
13131,Grady,Georgia,17,197.55,140.7782667609171
13133,Greene,Georgia,21,92.88833333333334,68.83905522861146
13135,Gwinnett,Georgia,20,32.14666666666667,19.00315631816181
13137,Habersham,Georgia,20,90.56333333333333,69.5496482072745
13139,Hall,Georgia,20,60.47833333333333,42.64659320651431
13141,Hancock,Georgia,21,96.43166666666666,61.020920655423616
13143,Haralson,Georgia,20,77.80166666666668,49.589132248387
13145,Harris,Georgia,20,126.20666666666666,82.63429424931587
13147,Hart,Georgia,20,120.05333333333333,86.83497707196533
13149,Heard,Georgia,20,92.47833333333332,56.739853318540575
13151,Henry,Georgia,20,49.885,23.89925739549669
13153,Houston,Georgia,20,130.43333333333334,92.99249343374905
13155,Irwin,Georgia,119,198.13500000000002,129.31976895022842
13157,Jackson,Georgia,20,66.98333333333333,47.49585133610757
13159,Jasper,Georgia,20,82.00833333333334,45.61362249342458
13161,Jeff Davis,Georgia,119,175.54166666666666,117.61525087414891
